날짜,코스피,PBR,배당수익률,삼성전자,,
2024-07-26,18.34,0.98,1.82,17.14,,
2024-07-29,18.57,0.99,1.8,17.20,,
2024-07-30,18.38,0.98,1.81,17.16,,
2024-07-31,18.6,0.99,1.79,17.77,,
2024-08-01,18.65,1,1.79,17.60,,
2024-08-02,17.97,0.96,1.86,16.86,,
2024-08-05,16.39,0.87,2.03,15.12,,
2024-08-06,16.93,0.9,1.97,15.36,,
2024-08-07,17.24,0.92,1.93,15.82,,
2024-08-08,17.16,0.92,1.94,15.55,,
2024-08-09,17.37,0.93,1.92,15.82,,
2024-08-12,17.57,0.94,1.9,15.99,,
2024-08-13,17.6,0.94,1.89,16.12,,
2024-08-14,17.75,0.95,1.88,16.35,,
2024-08-16,18.09,0.97,1.84,16.99,,
2024-08-19,17.94,0.96,1.86,16.59,,
2024-08-20,18.09,0.97,1.84,16.71,,
2024-08-21,18.12,0.97,1.84,16.59,,
2024-08-22,18.16,0.97,1.83,16.59,,
2024-08-23,18.12,0.97,1.84,16.46,,
2024-08-26,18.09,0.97,1.84,16.12,,
2024-08-27,18.03,0.96,1.85,16.06,,
2024-08-28,18.04,0.96,1.85,16.18,,
2024-08-29,17.85,0.95,1.87,15.67,,
2024-08-30,17.93,0.96,1.86,15.74,,
2024-09-02,17.98,0.96,1.85,15.76,,
2024-09-03,17.86,0.95,1.86,15.36,,
2024-09-04,17.3,0.92,1.93,14.83,,
2024-09-05,17.26,0.92,1.93,14.62,,
2024-09-06,17.04,0.91,1.95,14.59,,
2024-09-09,16.99,0.91,1.96,14.30,,
2024-09-10,16.9,0.9,1.97,14.02,,
2024-09-11,16.83,0.9,1.98,13.75,,
2024-09-12,17.23,0.92,1.93,14.04,,
2024-09-13,17.25,0.92,1.93,13.64,,
2024-09-19,14.5,0.9,1.93,13.37,,
2024-09-20,14.58,0.91,1.92,13.34,,
2024-09-23,14.63,0.91,1.91,13.26,,
2024-09-24,14.79,0.92,1.89,13.39,,
2024-09-25,14.59,0.91,1.91,13.17,,
2024-09-26,15.02,0.94,1.86,13.70,,
2024-09-27,14.9,0.93,1.88,13.60,,
2024-09-30,14.58,0.91,1.92,13.03,,
2024-10-02,14.4,0.9,1.94,12.38,,
2024-10-04,14.44,0.9,1.93,12.24,,
2024-10-07,14.67,0.91,1.9,12.32,,
2024-10-08,14.58,0.91,1.91,12.18,,
2024-10-10,14.61,0.91,1.91,11.90,,
2024-10-11,14.6,0.91,1.91,11.98,,
2024-10-14,14.75,0.92,1.89,12.28,,
2024-10-15,14.8,0.92,1.89,12.32,,
2024-10-16,14.67,0.91,1.9,12.02,,
2024-10-17,14.67,0.91,1.9,12.06,,
2024-10-18,14.58,0.91,1.92,11.96,,
2024-10-21,14.64,0.91,1.91,11.92,,
2024-10-22,14.45,0.9,1.93,11.66,,
2024-10-23,14.61,0.91,1.91,11.94,,
2024-10-24,14.51,0.9,1.93,11.44,,
2024-10-25,14.52,0.9,1.92,11.29,,
2024-10-28,14.69,0.91,1.9,11.74,,
2024-10-29,14.72,0.92,1.9,12.04,,
2024-10-30,14.58,0.91,1.92,11.94,,
2024-10-31,14.37,0.9,1.94,11.96,,
2024-11-01,14.29,0.89,1.95,11.78,,
2024-11-04,14.55,0.91,1.92,11.86,,
2024-11-05,14.49,0.9,1.93,11.64,,
2024-11-06,14.41,0.9,1.94,11.58,,
2024-11-07,14.42,0.9,1.94,11.62,,
2024-11-08,14.4,0.9,1.94,11.52,,
2024-11-11,14.24,0.89,1.96,11.11,,
2024-11-12,13.96,0.87,2,10.71,,
2024-11-13,13.6,0.85,2.05,10.22,,
2024-11-14,13.62,0.85,2.05,10.08,,
2024-11-15,13.6,0.85,2.05,10.81,,
2024-11-18,13.9,0.87,2.01,11.46,,
2024-11-19,13.91,0.87,2.01,11.37,,
2024-11-20,14.01,0.87,1.99,11.17,,
2024-11-21,14,0.87,1.99,11.39,,
2024-11-22,14.12,0.88,1.98,11.31,,
2024-11-25,14.31,0.89,1.95,11.70,,
2024-11-26,14.23,0.89,1.96,11.78,,
2024-11-27,14.13,0.88,1.98,11.37,,
2024-11-28,14.14,0.88,1.97,11.21,,
2024-11-29,13.87,0.86,2.01,10.95,,
2024-12-02,13.86,0.86,2.02,10.83,,
2024-12-03,14.12,0.88,1.98,10.83,,
2024-12-04,13.91,0.87,2.01,10.73,,
2024-12-05,13.79,0.86,2.03,10.85,,
2024-12-06,13.71,0.85,2.04,10.93,,
2024-12-09,13.32,0.83,2.1,10.79,,
2024-12-10,13.65,0.85,2.05,10.91,,
2024-12-11,13.78,0.86,2.03,10.91,,
2024-12-12,14.01,0.87,1.99,11.29,,
2024-12-13,14.08,0.88,1.98,11.33,,
2024-12-16,14.05,0.88,1.99,11.23,,
2024-12-17,13.86,0.86,2.01,10.95,,
2024-12-18,14.02,0.87,1.99,11.09,,
2024-12-19,12.85,0.85,2.03,10.73,,
2024-12-20,12.68,0.84,2.06,10.71,,
2024-12-23,12.88,0.85,2.03,10.81,,
2024-12-24,12.87,0.85,2.03,10.99,,
2024-12-26,12.81,0.85,2.04,10.83,,
2024-12-27,12.68,0.84,2.06,10.85,,
2024-12-30,12.66,0.84,2.06,10.75,,
2025-01-02,12.66,0.84,2.06,10.35,,
2025-01-03,12.88,0.86,2.03,10.54,,
2025-01-06,13.13,0.87,1.99,10.83,,
2025-01-07,13.15,0.87,1.98,10.73,,
2025-01-08,13.31,0.88,1.96,11.10,,
2025-01-09,13.31,0.88,1.96,10.87,,
2025-01-10,13.28,0.88,1.96,10.71,,
2025-01-13,13.14,0.87,1.99,10.48,,
2025-01-14,13.19,0.88,1.98,10.44,,
2025-01-15,13.18,0.87,1.98,10.40,,
2025-01-16,13.34,0.89,1.96,10.52,,
2025-01-17,13.32,0.88,1.96,10.40,,
2025-01-20,13.3,0.88,1.96,10.35,,
2025-01-21,13.29,0.88,1.96,10.37,,
2025-01-22,13.45,0.89,1.94,10.52,,
2025-01-23,13.28,0.88,1.97,10.40,,
2025-01-24,13.39,0.89,1.95,10.40,,
2025-01-31,13.29,0.88,1.96,10.15,,
2025-02-03,12.95,0.86,2.01,9.88,,
2025-02-04,13.1,0.87,1.99,10.21,,
2025-02-05,13.25,0.88,1.97,10.25,,
2025-02-06,13.4,0.89,1.95,10.46,,
2025-02-07,13.31,0.88,1.96,10.40,,
2025-02-10,13.31,0.88,1.96,10.77,,
2025-02-11,13.4,0.89,1.95,10.79,,
2025-02-12,13.45,0.89,1.94,10.81,,
2025-02-13,13.63,0.91,1.92,10.81,,
2025-02-14,13.68,0.91,1.91,10.85,,
2025-02-17,13.78,0.92,1.9,10.85,,
2025-02-18,13.86,0.92,1.88,11.02,,
2025-02-19,14.1,0.94,1.85,11.37,,
2025-02-20,14.01,0.93,1.86,11.31,,
2025-02-21,14.01,0.93,1.86,11.28,,
2025-02-24,13.94,0.93,1.87,11.10,,
2025-02-25,13.86,0.92,1.88,11.08,,
2025-02-26,13.92,0.93,1.87,10.97,,
2025-02-27,13.82,0.92,1.89,10.91,,
2025-02-28,13.35,0.89,1.96,10.56,,
2025-03-04,13.32,0.89,1.96,10.56,,
2025-03-05,13.46,0.9,1.94,10.46,,
2025-03-06,13.53,0.9,1.93,10.52,,
2025-03-07,13.47,0.9,1.94,10.40,,
2025-03-10,13.51,0.9,1.93,10.40,,
2025-03-11,13.33,0.89,1.96,10.38,,
2025-03-12,13.53,0.9,1.93,10.64,,
2025-03-13,13.52,0.9,1.93,10.60,,
2025-03-14,13.48,0.9,1.93,10.60,,
2025-03-17,13.69,0.91,1.91,11.16,,
2025-03-18,13.7,0.91,1.91,11.16,,
2025-03-19,13.79,0.92,1.9,11.33,,
2025-03-20,13.83,0.92,1.89,11.66,,
2025-03-21,13.86,0.92,1.88,11.95,,
2025-03-24,13.8,0.92,1.89,11.72,,
2025-03-25,13.72,0.91,1.9,11.59,,
2025-03-26,13.87,0.92,1.88,11.90,,
2025-03-27,13.67,0.91,1.91,11.97,,
2025-03-28,13.41,0.89,1.95,11.66,,
2025-03-31,13.01,0.87,2.01,11.20,,
2025-04-01,13.22,0.88,1.98,11.39,,
2025-04-02,13.14,0.88,1.99,11.39,,
2025-04-03,13.03,0.87,2,11.16,,
2025-04-04,12.92,0.86,2.02,10.87,,
2025-04-07,12.2,0.81,2.14,10.31,,
2025-04-08,12.23,0.82,2.14,10.37,,
2025-04-09,12.02,0.8,2.17,10.27,,
2025-04-10,12.82,0.86,2.04,10.93,,
2025-04-11,12.76,0.85,2.05,10.69,,
2025-04-14,12.88,0.86,2.03,10.89,,
2025-04-15,12.99,0.87,2.01,10.97,,
2025-04-16,12.83,0.86,2.04,10.60,,
2025-04-17,12.95,0.86,2.02,10.67,,
2025-04-18,13.02,0.87,2.01,10.71,,
2025-04-21,13.05,0.87,2,10.73,,
2025-04-22,13.04,0.87,2,10.66,,
2025-04-23,13.24,0.88,1.97,10.79,,
2025-04-24,13.22,0.88,1.98,10.79,,
2025-04-25,13.35,0.89,1.96,10.79,,
2025-04-28,13.36,0.89,1.96,10.81,,
2025-04-29,13.44,0.9,1.94,10.81,,
2025-04-30,13.4,0.89,1.95,10.75,,
2025-05-02,12.66,0.87,2.16,10.52,,
2025-05-07,12.73,0.87,2.14,10.58,,
2025-05-08,12.76,0.87,2.14,10.58,,
2025-05-09,12.75,0.87,2.14,10.62,,
2025-05-12,12.9,0.88,2.12,11.16,,
2025-05-13,12.92,0.88,2.11,11.02,,
2025-05-14,13.08,0.89,2.09,11.12,,
2025-05-15,12.99,0.89,2.1,11.10,,
2025-05-16,13.01,0.89,2.1,11.00,,
2025-05-19,12.9,0.88,2.12,10.81,,
2025-05-20,12.89,0.88,2.12,10.83,,
2025-05-21,13,0.89,2.1,10.79,,
2025-05-22,12.86,0.88,2.12,10.60,,
2025-05-23,12.86,0.88,2.12,10.50,,
2025-05-26,13.12,0.9,2.08,10.60,,
2025-05-27,13.09,0.89,2.09,10.44,,
2025-05-28,13.25,0.91,2.06,10.83,,
2025-05-29,13.5,0.92,2.02,10.87,,
2025-05-30,13.39,0.92,2.04,10.89,,
2025-06-02,13.39,0.92,2.04,11.00,,
2025-06-04,13.75,0.94,1.98,11.20,,
2025-06-05,13.95,0.95,1.96,11.45,,
2025-06-09,14.17,0.97,1.93,11.59,,
2025-06-10,14.25,0.97,1.92,11.47,,
2025-06-11,14.42,0.99,1.89,11.60,,
2025-06-12,13.34,0.98,1.88,11.53,,
2025-06-13,13.22,0.97,1.9,11.29,,
2025-06-16,13.47,0.99,1.87,11.08,,
2025-06-17,13.48,0.99,1.86,11.26,,
2025-06-18,13.58,1,1.85,11.59,,
2025-06-19,13.61,1,1.85,11.47,,
2025-06-20,13.81,1.02,1.82,11.53,,
2025-06-23,13.78,1.01,1.82,11.24,,
2025-06-24,14.19,1.04,1.77,11.72,,
2025-06-25,14.21,1.05,1.77,11.88,,
2025-06-26,14.08,1.04,1.78,11.66,,
2025-06-27,13.97,1.03,1.8,11.78,,
2025-06-30,14.04,1.03,1.79,11.59,,
2025-07-01,14.12,1.04,1.78,11.66,,
2025-07-02,14.06,1.03,1.79,11.78,,
2025-07-03,14.25,1.05,1.76,12.36,,
2025-07-04,13.96,1.03,1.8,12.26,,
2025-07-07,13.98,1.03,1.8,11.95,,
2025-07-08,14.24,1.05,1.76,11.90,,
2025-07-09,14.33,1.05,1.75,11.70,,
2025-07-10,14.56,1.07,1.73,11.82,,
2025-07-11,14.53,1.07,1.73,12.13,,
2025-07-14,14.64,1.08,1.72,12.11,,
2025-07-15,14.71,1.08,1.71,12.34,,
2025-07-16,14.57,1.07,1.72,12.53,,
2025-07-17,14.6,1.07,1.72,12.92,,
2025-07-18,14.58,1.07,1.72,13.00,,
2025-07-21,14.69,1.08,1.71,13.14,,
2025-07-22,14.5,1.07,1.73,12.79,,
2025-07-23,14.56,1.07,1.73,12.86,,
2025-07-24,14.59,1.07,1.72,12.79,,
2025-07-25,14.62,1.07,1.72,12.77,,
2025-07-28,14.68,1.08,1.71,13.64,,
2025-07-29,14.78,1.09,1.7,13.68,,
2025-07-30,14.89,1.09,1.69,14.07,,
2025-07-31,14.84,1.09,1.69,13.83,,
2025-08-01,14.27,1.05,1.76,13.35,,
2025-08-04,14.4,1.06,1.74,13.50,,
2025-08-05,14.63,1.08,1.72,13.54,,
2025-08-06,14.63,1.08,1.72,13.33,,
2025-08-07,14.77,1.09,1.7,13.66,,
2025-08-08,14.69,1.08,1.71,13.91,,
2025-08-11,14.67,1.08,1.71,13.76,,
2025-08-12,14.59,1.07,1.72,13.77,,
2025-08-13,14.75,1.09,1.7,13.93,,
2025-08-14,14.76,1.09,1.7,13.87,,
